repetition,tolerance,buffer_capacity_1,buffer_capacity_2,lambda_1_1,lambda_1_2,lambda_2,mu_1,mu_2,num_of_servers_1,num_of_servers_2,system_capacity_1,system_capacity_2,threshold_1,threshold_2,time_taken
172,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,4.616450548171997
173,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,4.6248979568481445
174,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,4.6275036334991455
175,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4795498847961426
176,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,5.8600990772247314
177,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4738259315490723
178,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.438932418823242
179,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4397714138031006
180,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4301254749298096
181,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.431303024291992
182,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4466288089752197
183,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4273204803466797
184,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.42138934135437
185,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4162638187408447
186,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.427152633666992
187,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.424839973449707
188,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.430107831954956
189,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4499900341033936
190,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,4.825769424438477
191,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,4.660220146179199
192,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,4.57755970954895
193,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,4.46548318862915
194,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,4.075134515762329
195,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.6525590419769287
196,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.8073885440826416
197,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4440951347351074
198,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4393136501312256
199,0.001,8,8,3,3,4,4,3,2,3,10,8,4,5,3.466484308242798
0,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.8780713081359863
1,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.015310764312744
2,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.451706647872925
3,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4576168060302734
4,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4391894340515137
5,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,5.776813745498657
6,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.432111978530884
7,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4344372749328613
8,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4101994037628174
9,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.443523645401001
10,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.449427604675293
11,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4355714321136475
12,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.271533727645874
13,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.5355312824249268
14,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.51004695892334
15,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.5240566730499268
16,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.5355663299560547
17,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.5076990127563477
18,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.487621784210205
19,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.5046210289001465
20,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.466944456100464
21,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.500382900238037
22,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.5112829208374023
23,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.5151662826538086
24,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.498161792755127
25,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.5360758304595947
26,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.454777240753174
27,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.880884170532227
28,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.5060510635375977
29,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.9393539428710938
30,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.510364294052124
31,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4676523208618164
32,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.472740411758423
33,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.504506826400757
34,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.508765697479248
35,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4799437522888184
36,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.5038177967071533
37,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4734652042388916
38,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.81056547164917
39,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.5187783241271973
40,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,5.56380033493042
41,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,5.617056131362915
42,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4902353286743164
43,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.420841217041016
44,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.5165743827819824
45,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.528366327285767
46,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4998838901519775
47,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.546424150466919
48,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.50370192527771
49,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.595461845397949
50,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.688279628753662
51,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.511054754257202
52,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.5002589225769043
53,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.620313882827759
54,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.653979063034058
55,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.672146558761597
56,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.667196750640869
57,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.68759298324585
58,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.5768606662750244
59,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.7910730838775635
60,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.441767930984497
61,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4531381130218506
62,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.42030930519104
63,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4583511352539062
64,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4484291076660156
65,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.9128541946411133
66,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.457887887954712
67,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4174530506134033
68,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.571578741073608
69,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.5013792514801025
70,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.469075918197632
71,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.46191668510437
72,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.449197292327881
73,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.6340785026550293
74,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4751198291778564
75,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4857804775238037
76,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4574663639068604
77,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4379191398620605
78,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.446901798248291
79,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.553278207778931
80,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.7352774143218994
81,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.454594373703003
82,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.438170909881592
83,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.440070390701294
84,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4397826194763184
85,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.433263063430786
86,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.444882392883301
87,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4326705932617188
88,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.430013656616211
89,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4581000804901123
90,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.43973708152771
91,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.7091784477233887
92,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4372382164001465
93,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.427011251449585
94,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.441333293914795
95,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.440330982208252
96,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4632811546325684
97,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.682950019836426
98,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.444871187210083
99,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4864773750305176
100,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.460360527038574
101,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.481163740158081
102,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4460484981536865
103,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4605913162231445
104,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.470045328140259
105,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.450192451477051
106,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.7068793773651123
107,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4591240882873535
108,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.44537615776062
109,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4434962272644043
110,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4370641708374023
111,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4300553798675537
112,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4383323192596436
113,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.427858591079712
114,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.437277317047119
115,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.437723159790039
116,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.5433082580566406
117,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.439023494720459
118,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4408133029937744
119,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4494590759277344
120,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.393474340438843
121,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.7771623134613037
122,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4391438961029053
123,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,5.893007040023804
124,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.473140001296997
125,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4533393383026123
126,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.436203718185425
127,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.455571174621582
128,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4651622772216797
129,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4456796646118164
130,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.435682773590088
131,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,5.738005876541138
132,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.129178524017334
133,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.447143077850342
134,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.052034139633179
135,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4341650009155273
136,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4121310710906982
137,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4453792572021484
138,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4306023120880127
139,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4452738761901855
140,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.428881883621216
141,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.337941408157349
142,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.490253210067749
143,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4795780181884766
144,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4950716495513916
145,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4458277225494385
146,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.42875075340271
147,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4283883571624756
148,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.56438946723938
149,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4129698276519775
150,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4310028553009033
151,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4192519187927246
152,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4285788536071777
153,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4134507179260254
154,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,5.6617114543914795
155,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.436840057373047
156,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.424379348754883
157,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.436152219772339
158,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4294025897979736
159,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.9564502239227295
160,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.435887336730957
161,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4459218978881836
162,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4323227405548096
163,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.466789722442627
164,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4456534385681152
165,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4329428672790527
166,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4350507259368896
167,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4517452716827393
168,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.178034782409668
169,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4179792404174805
170,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.1282947063446045
171,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,5.5403265953063965
172,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,5.7516703605651855
173,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,5.537823438644409
174,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4553518295288086
175,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4603216648101807
176,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.446894407272339
177,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.444066286087036
178,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4222970008850098
179,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4225659370422363
180,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.460087776184082
181,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4257473945617676
182,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.427950143814087
183,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.424055337905884
184,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4345688819885254
185,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4053471088409424
186,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4268078804016113
187,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4278347492218018
188,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,5.469141721725464
189,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4590137004852295
190,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4411745071411133
191,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4455454349517822
192,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.440903902053833
193,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4635229110717773
194,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.71332049369812
195,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.43996262550354
196,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.464268684387207
197,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,4.207327365875244
198,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4925591945648193
199,0.01,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4518871307373047
0,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4344723224639893
1,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.005690336227417
2,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,4.673556089401245
3,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,4.662375211715698
4,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.1178393363952637
5,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,2.9848010540008545
6,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.004412889480591
7,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,4.35716986656189
8,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,4.0614845752716064
9,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.028602361679077
10,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.272249698638916
11,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0308687686920166
12,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.056576728820801
13,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0173659324645996
14,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.025782346725464
15,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0056304931640625
16,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.013406753540039
17,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.003328323364258
18,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0009539127349854
19,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.000990629196167
20,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0131642818450928
21,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.007319927215576
22,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.019833564758301
23,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0192618370056152
24,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.2570040225982666
25,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.1331160068511963
26,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,2.994450330734253
27,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.011249542236328
28,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0032458305358887
29,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.013554334640503
30,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0057971477508545
31,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0409648418426514
32,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.007408380508423
33,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0062074661254883
34,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0142624378204346
35,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.011566638946533
36,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,4.663566827774048
37,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.065086841583252
38,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.378014326095581
39,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.038102149963379
40,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.004948139190674
41,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0590717792510986
42,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,4.311333656311035
43,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,4.057656764984131
44,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,4.081881284713745
45,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.082383871078491
46,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,2.99943208694458
47,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0217864513397217
48,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,4.453416347503662
49,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.047947883605957
50,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0524871349334717
51,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.052722692489624
52,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0581071376800537
53,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0181288719177246
54,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0130183696746826
55,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0220677852630615
56,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0174717903137207
57,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0149052143096924
58,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.038635492324829
59,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0285120010375977
60,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.058828115463257
61,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0777881145477295
62,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0567545890808105
63,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.075831651687622
64,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.103349447250366
65,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.10408091545105
66,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0756218433380127
67,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0664916038513184
68,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0744099617004395
69,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.8769102096557617
70,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.4408621788024902
71,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.3164167404174805
72,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,5.1236793994903564
73,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.1294174194335938
74,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.129646062850952
75,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,5.209997653961182
76,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.1395881175994873
77,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,4.168789863586426
78,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,4.04149866104126
79,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.129573345184326
80,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0866684913635254
81,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0894200801849365
82,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.869281530380249
83,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,4.702977657318115
84,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,4.971429109573364
85,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,4.202192783355713
86,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.1992931365966797
87,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.1306827068328857
88,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.1471149921417236
89,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.109394073486328
90,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.1395788192749023
91,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.1289126873016357
92,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.1301708221435547
93,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.108701467514038
94,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.7414824962615967
95,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.933809995651245
96,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.24381685256958
97,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.158278226852417
98,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0831313133239746
99,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,2.995337963104248
100,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0159387588500977
101,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.025200366973877
102,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.003507137298584
103,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.012423276901245
104,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.2797327041625977
105,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0018703937530518
106,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.370457887649536
107,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0160410404205322
108,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,2.9961607456207275
109,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0066027641296387
110,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0504331588745117
111,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.027521848678589
112,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0293545722961426
113,0.1,8,8,3,3,4,4,3,2,3,10,8,4,5,3.0160090923309326
