1.4000000021496817e-06,7.000000010748408e-07,6.000000070116585e-07,4.999999987376214e-07,6.000000070116585e-07
0.03075729999999055,0.020536000000006993,0.015488199999992958,0.015105500000004213,0.014026499999999942
0.06145200000000273,0.03488330000000417,0.03328229999999621,0.03061089999999922,0.05808319999999867
0.05199899999999502,0.0489664999999917,0.045284499999993955,0.05371250000000316,0.0663877999999869
0.08468659999999772,0.056489599999991924,0.06304059999999367,0.06330609999999126,0.05854479999999285
0.07209939999999904,0.10179699999999059,0.0841793000000024,0.07491240000000232,0.07302549999999997
0.12885550000000023,0.11389440000000661,0.09623689999999385,0.08852269999999862,0.09163540000000125
0.10224020000001133,0.12856920000000116,0.10498589999998842,0.10522579999999948,0.10794880000000262
0.12264410000000225,0.15616870000000915,0.12114579999999364,0.11708500000000299,0.1541330999999957
0.14294040000000052,0.15820809999999597,0.1355994000000038,0.13245360000000517,0.1347631000000007
