0 [1.0220028343610466e-06, 3.399982233531773e-07, 3.5599805414676666e-07, 3.1899980967864394e-07, 3.4699769457802176e-07, 3.090026439167559e-07, 3.259992809034884e-07, 3.890017978847027e-07, 3.390014171600342e-07, 3.0599767342209816e-07, 3.2899697544053197e-07, 3.360037226229906e-07, 3.440000000409782e-07, 3.449968062341213e-07, 3.3299875212833285e-07, 3.259992809034884e-07, 3.360037226229906e-07, 3.219975042156875e-07, 3.1399395084008574e-07, 3.2399839255958796e-07, 3.429959178902209e-07, 3.0600494937971234e-07, 2.7899659471586347e-07, 2.890010364353657e-07, 3.029999788850546e-07, 3.180030034855008e-07, 3.4600088838487864e-07, 3.3700052881613374e-07, 4.3199543142691255e-07, 3.3700052881613374e-07, 3.219975042156875e-07, 3.219975042156875e-07, 3.3700052881613374e-07, 3.3299875212833285e-07, 3.079985617659986e-07, 3.609966370277107e-07, 3.230015863664448e-07, 3.1400122679769993e-07, 3.210006980225444e-07, 3.5099947126582265e-07, 4.00003045797348e-07, 3.2800016924738884e-07, 3.410023055039346e-07, 3.479945007711649e-07, 2.95003701467067e-07, 3.019958967342973e-07, 2.929955371655524e-07, 3.8199505070224404e-07, 3.0700175557285547e-07, 3.230015863664448e-07]
1 [0.019940304002375342, 0.023519646005297545, 0.02538539100351045, 0.024399572001129854, 0.024433997001324315, 0.02101733699964825, 0.0239998969991575, 0.022401878995879088, 0.021277184998325538, 0.02117580600315705, 0.02516563000244787, 0.020660264999605715, 0.02164304000325501, 0.023976454001967795, 0.022164605994476005, 0.023085505999915767, 0.020073462001164444, 0.020722979003039654, 0.021399119003035594, 0.0195389449945651, 0.020774666998477187, 0.01779349600110436, 0.018476356999599375, 0.021301451000908855, 0.019587338996643666, 0.02104928100015968, 0.02059685099811759, 0.023180882002634462, 0.020061421004356816, 0.022585405997233465, 0.024125085001287516, 0.022870625005452894, 0.018827070998668205, 0.021200433999183588, 0.022086825003498234, 0.023908992996439338, 0.021732380002504215, 0.02048778500466142, 0.022597945004235953, 0.021976828000333626, 0.017992553999647498, 0.021608208000543527, 0.0216246760028298, 0.021478128001035657, 0.021765292003692593, 0.02134520999970846, 0.02114455900300527, 0.02050705200235825, 0.02374048800265882, 0.02131567600008566]
2 [0.043592374997388106, 0.04215413700148929, 0.04042874700098764, 0.046144472995365504, 0.045264546999533195, 0.03900936800346244, 0.042584662995068356, 0.03931771600036882, 0.0421857600013027, 0.044481802004156634, 0.03978674300014973, 0.04070686500199372, 0.04706818499835208, 0.04404307399818208, 0.04582282100454904, 0.04985848300566431, 0.04556359100388363, 0.041180218002409674, 0.039911997999297455, 0.04599557400069898, 0.046208204999857116, 0.04568599900085246, 0.0442427800007863, 0.038268577998678666, 0.04268633799802046, 0.043997114000376314, 0.040936503995908424, 0.04184357899794122, 0.043197339997277595, 0.04214040099759586, 0.04153373099688906, 0.04053557199949864, 0.04281295400141971, 0.0458369279949693, 0.047103054996114224, 0.04335369199543493, 0.04489643999841064, 0.04137642400019104, 0.04456534999917494, 0.040904604000388645, 0.041778286002227105, 0.0424514660044224, 0.04550872999971034, 0.04595720399811398, 0.042398889003379736, 0.041142797002976295, 0.04498943799990229, 0.04415752799832262, 0.04449160600051982, 0.041247956003644504]
3 [0.06340954400366172, 0.07019062499603024, 0.07560652800020762, 0.06615398800204275, 0.06261908399756067, 0.06314983100310201, 0.06524804900254821, 0.062879258999601, 0.06019566299801227, 0.06803973199566826, 0.06406703899847344, 0.06585046700638486, 0.061987979999685194, 0.06585582700063242, 0.07351194499642588, 0.05772351299674483, 0.06073917599860579, 0.060950115002924576, 0.06520462699700147, 0.06488767600239953, 0.062168394004402217, 0.06216139600292081, 0.0628833569935523, 0.0649047970000538, 0.06356744799995795, 0.06031357200117782, 0.06220246200246038, 0.06779587299388368, 0.06706076000409666, 0.06913928600260988, 0.06295429500460159, 0.06190859099297086, 0.058245758002158254, 0.06460077100200579, 0.05985910199524369, 0.0657302979961969, 0.0675808660016628, 0.06847140299942112, 0.0672800329994061, 0.09036118399671977, 0.07632843700412195, 0.07168279199686367, 0.07251746900146827, 0.06663000900152838, 0.06842801899620099, 0.06497914300416596, 0.06558152799698291, 0.06891322899900842, 0.063363113993546, 0.0699755349996849]
4 [0.08404077000159305, 0.08645450800395338, 0.11412468399794307, 0.10174148399528349, 0.0974824780059862, 0.11068590999639127, 0.11436681800114457, 0.10060699599853251, 0.08539789800124709, 0.09267731999716489, 0.08665140099765267, 0.09765078800410265, 0.11047653599962359, 0.10411514699808322, 0.10187529399991035, 0.09559353400254622, 0.09089759299968136, 0.09124561300268397, 0.08791311099776067, 0.08174686500569806, 0.09103458800382214, 0.09725897599855671, 0.10252261899586301, 0.10391071200137958, 0.10652420099359006, 0.10787797700322699, 0.10242008000204805, 0.10539289000007557, 0.09529517400369514, 0.0874146229980397, 0.10790570599783678, 0.10845493000670103, 0.09504261399706593, 0.08831066200218629, 0.08437304399558343, 0.08792393100156914, 0.08394012200005818, 0.09657873899413971, 0.08707169399713166, 0.08980249100568471, 0.09529453699360602, 0.09574616699683247, 0.10311326700320933, 0.09001375200023176, 0.10112180000578519, 0.09783313099615043, 0.09665646999928867, 0.09115879100136226, 0.09306037500209641, 0.11421954200341133]
5 [0.12672357400151668, 0.11878355199587531, 0.10134964400640456, 0.11401027599640656, 0.11878954999701818, 0.09761084999627201, 0.11925051000434905, 0.11317891599901486, 0.10103039899695432, 0.10907479899469763, 0.10463509400142357, 0.10855886799981818, 0.10720649399445392, 0.10617558500234736, 0.11466896499769064, 0.10312364400306251, 0.10644674499781104, 0.11095720699813683, 0.10778122099873144, 0.10465815300267423, 0.10268558299867436, 0.117561213002773, 0.1201869610013091, 0.10454058200411964, 0.10448069099948043, 0.10664879200339783, 0.1059184709956753, 0.11007840899401344, 0.10739752700465033, 0.11314268300338881, 0.11219288499705726, 0.10087425500387326, 0.1047465080046095, 0.11068450199672952, 0.10857970300276065, 0.12472751599852927, 0.10346018499694765, 0.09804712999903131, 0.10569412200129591, 0.10398837400134653, 0.10675773399998434, 0.10727438799949596, 0.10532586800400168, 0.107804221996048, 0.1088258199961274, 0.10667988099885406, 0.11692021100316197, 0.12476043199421838, 0.12753875799535308, 0.13694193200353766]
6 [0.16383559199312003, 0.1612889690004522, 0.1424628609966021, 0.14603869599523023, 0.12866145300358767, 0.13237943100102711, 0.12809886800096137, 0.13264945799892303, 0.12895245300023817, 0.12517408600251656, 0.1316484830022091, 0.1264758570032427, 0.12622966399794677, 0.12406450900016353, 0.12396549100230914, 0.12748367499443702, 0.126685898998403, 0.12907564399938565, 0.13191857800120488, 0.13727028499852167, 0.1415284190006787, 0.13394287399569293, 0.1392655579984421, 0.1346874119990389, 0.13587459200061858, 0.1956232930024271, 0.1488756899998407, 0.13460727500205394, 0.12246259200037457, 0.13246183700539405, 0.1348682940006256, 0.1249516589959967, 0.12904640000488143, 0.1284711799962679, 0.12539355299668387, 0.12549729599413695, 0.12615573999937624, 0.13229356899682898, 0.1348992300045211, 0.12358349699934479, 0.15924207300122362, 0.14568820500426227, 0.13801010199676966, 0.1363405700030853, 0.1391415620018961, 0.13030637899646536, 0.13769015800062334, 0.18367964100616518, 0.13117844799853629, 0.13181472900032531]
7 [0.1476955830003135, 0.15074650700262282, 0.1522544379986357, 0.1388034730043728, 0.14545771399571095, 0.1482359430010547, 0.15925861000141595, 0.15231597799720475, 0.15708315799565753, 0.15184620700165397, 0.148107891996915, 0.14810058700095396, 0.14343493199703516, 0.14595739699871046, 0.15169591599988053, 0.1510902169975452, 0.15856238599371864, 0.1437815179961035, 0.15709856800094713, 0.16457801200158428, 0.14105488899804186, 0.1431933170024422, 0.1560612309986027, 0.15454394799598958, 0.1441928009953699, 0.15480289200058905, 0.14984971300145844, 0.14175616000284208, 0.1418136849970324, 0.15199913800461218, 0.14361675300460774, 0.15171075399848633, 0.15456799100502394, 0.1456041329947766, 0.15990832800162025, 0.15057411499583395, 0.15138084400678053, 0.1455860540008871, 0.1500340300044627, 0.1492911710010958, 0.15038319399900502, 0.1487783520060475, 0.15000693500041962, 0.14618770399829373, 0.15173760300240247, 0.1521144490034203, 0.14869834900309797, 0.13930193999840412, 0.15229566999914823, 0.14853547300299397]
8 [0.17112516499764752, 0.17169898600695888, 0.17120467300264863, 0.16615761000139173, 0.1725624719983898, 0.16924490199744469, 0.16520618699723855, 0.17781418800586835, 0.16257560799567727, 0.17467986200063024, 0.17425493000337156, 0.1644476370056509, 0.16760299500310794, 0.17433453600096982, 0.1696093619975727, 0.16850701500516152, 0.16834442199615296, 0.1649648930033436, 0.17713109599571908, 0.17465805599931628, 0.17533418200036976, 0.16721922900615027, 0.1671759109958657, 0.1691827290051151, 0.17225249200419057, 0.17136329200002365, 0.16618393899989314, 0.17176037700119196, 0.16359433400066337, 0.17379289200471248, 0.17340355899796123, 0.1676790399942547, 0.16797125399898505, 0.16644067900051596, 0.170648015999177, 0.17160864499601303, 0.1707455059950007, 0.17326147200219566, 0.1672163460025331, 0.17385342500347178, 0.17047647700383095, 0.16899090099468594, 0.17654013900028076, 0.1774556919990573, 0.17175353500351775, 0.1719564859959064, 0.1700570860048174, 0.16847555999993347, 0.17048878200148465, 0.16766154899960384]
9 [0.19842903899552766, 0.19345749599597184, 0.20570419700379716, 0.22397502300009364, 0.2608320700019249, 0.2112115139971138, 0.20884672499960288, 0.19828357300139032, 0.2159299609993468, 0.1953092289986671, 0.19472356299957028, 0.1878416039980948, 0.19093417700059945, 0.1961460829988937, 0.19780281899875263, 0.19239144700259203, 0.19780156599881593, 0.18563508600345813, 0.18933941699651768, 0.19620559999748366, 0.19524340300267795, 0.19123434699577047, 0.1866241559982882, 0.19828382200648775, 0.19437905000086175, 0.19638648199907038, 0.1946261620032601, 0.1960279859995353, 0.19272272100351984, 0.19677034500637092, 0.20120070700068027, 0.1946318669943139, 0.18877739399613347, 0.19781153799704043, 0.1968139649980003, 0.19753152100020088, 0.1985284439942916, 0.18898820799950045, 0.18838110499928007, 0.1825947469988023, 0.19192643099813722, 0.19435309600521578, 0.20173641700239386, 0.1993633019956178, 0.19401978299720213, 0.18965404899790883, 0.2020138349980698, 0.1915147359977709, 0.19994682200194802, 0.1885730789945228]
