repetition,tolerance,buffer_capacity_1,buffer_capacity_2,lambda_1_1,lambda_1_2,lambda_2,mu_1,mu_2,num_of_servers_1,num_of_servers_2,system_capacity_1,system_capacity_2,threshold_1,threshold_2,time_taken
14,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.061134815216064
15,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.03194546699524
16,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.10193181037903
17,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,36.00940799713135
18,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.339492559432983
19,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.125396490097046
20,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.948739290237427
21,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.8060622215271
22,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,33.207366943359375
23,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,31.777268171310425
24,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.75776481628418
25,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.073707103729248
26,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.742512702941895
27,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.898723363876343
28,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.597441911697388
29,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.671571254730225
30,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.73611092567444
31,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.681907415390015
32,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.968470096588135
33,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.88596487045288
34,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.86479663848877
35,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.909785747528076
36,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.800635814666748
37,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,28.442034006118774
38,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.007699489593506
39,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.211076974868774
40,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.118322134017944
41,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.34404230117798
42,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,29.689029455184937
43,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.71751832962036
44,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,28.287078857421875
45,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,30.409666061401367
46,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.806557416915894
47,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.942359924316406
48,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.279300451278687
49,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.88586115837097
50,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.693506717681885
51,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.80240273475647
52,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.87297224998474
53,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.906587600708008
54,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.640427112579346
55,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.78412890434265
56,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,29.75924777984619
57,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.3364200592041
58,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.875644207000732
59,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.343560218811035
60,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.492233276367188
61,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.88602066040039
62,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.771194219589233
63,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,28.129549741744995
64,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.410518884658813
65,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.98273277282715
66,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.746461153030396
67,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.470673084259033
68,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.675720691680908
69,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.706164836883545
70,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,32.2621009349823
71,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,29.129744052886963
72,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,36.953343868255615
73,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.72546648979187
74,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.70062232017517
75,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.189238786697388
76,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,28.000097036361694
77,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.248738765716553
78,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.40678334236145
79,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.58889102935791
80,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,28.41129469871521
81,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.89642882347107
82,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.20193576812744
83,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,32.2267050743103
84,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,28.911580085754395
85,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.36094617843628
86,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,30.027256727218628
87,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.69329833984375
88,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.388054847717285
89,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.404746055603027
90,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,28.851048469543457
91,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,31.010117769241333
92,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.492119312286377
93,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.27389621734619
94,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.26629614830017
95,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.740630388259888
96,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.80459189414978
97,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.556394338607788
98,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.033934116363525
99,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.24035954475403
100,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.915401220321655
101,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.18783974647522
102,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.83809995651245
103,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.960529565811157
104,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,28.75788927078247
105,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.187376260757446
106,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.046376705169678
107,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.311681747436523
108,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.251059770584106
109,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.481008052825928
110,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.060504913330078
111,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,31.15299701690674
112,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.660977840423584
113,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.381319999694824
114,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,29.73064613342285
115,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.633190393447876
116,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.52333903312683
117,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.156492233276367
118,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.369471311569214
119,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.2841374874115
120,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.984097003936768
121,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.95004415512085
122,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.691407203674316
123,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.213165998458862
124,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.663379907608032
125,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.920612335205078
126,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.444974422454834
127,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.10075044631958
128,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,28.705419063568115
129,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.27078938484192
130,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.80356478691101
131,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.326562881469727
132,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.187185764312744
133,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,29.46865153312683
134,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.625577211380005
135,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.764428853988647
136,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,28.289425373077393
137,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,33.64082980155945
138,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,28.04799771308899
139,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.111106872558594
140,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,29.886005640029907
141,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,29.607031106948853
142,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.72717523574829
143,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.036165952682495
144,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.085558652877808
145,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.732577085494995
146,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.732317209243774
147,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.756831645965576
148,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.881295680999756
149,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,28.274473428726196
150,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.449581384658813
151,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.11627984046936
152,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.02090811729431
153,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.162203073501587
154,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.838980436325073
155,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.16461992263794
156,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.07007646560669
157,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.154968976974487
158,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,35.62293863296509
159,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,28.33825159072876
160,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,28.369367599487305
161,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.43605375289917
162,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,28.76344060897827
163,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.35597825050354
164,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.941365957260132
165,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.782060384750366
166,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.99500036239624
167,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.849752187728882
168,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.007572174072266
169,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.94530415534973
170,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.98886799812317
171,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.620619535446167
172,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.79956293106079
173,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.051332712173462
174,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.728424072265625
175,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.798510313034058
176,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.02702498435974
177,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.174734592437744
178,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.440306901931763
179,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.613972663879395
180,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.650142908096313
181,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.41269326210022
182,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.309042930603027
183,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.284432888031006
184,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.414769172668457
185,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.57403302192688
186,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.377022743225098
187,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.53221559524536
188,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.54998779296875
189,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.884013891220093
190,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,30.18220281600952
191,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.587735652923584
192,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,28.386298656463623
193,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.516851663589478
194,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.60987949371338
195,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.365007638931274
196,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.57578730583191
197,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.434149503707886
198,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.37143635749817
199,0.0001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.498947381973267
0,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.621060132980347
1,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.45760750770569
2,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.46686100959778
3,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.537397623062134
4,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.94848918914795
5,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.65375328063965
6,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.454325199127197
7,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.32677388191223
8,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.45829463005066
9,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.531259059906006
10,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.4376859664917
11,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.271710634231567
12,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.416183710098267
13,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,25.328808069229126
14,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,25.45135188102722
15,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.32450842857361
16,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.20198106765747
17,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.193859815597534
18,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.21565079689026
19,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.22729802131653
20,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.811523914337158
21,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.945737600326538
22,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.320455074310303
23,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,25.1415114402771
24,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.622659921646118
25,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,25.104602813720703
26,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.29304838180542
27,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.391382694244385
28,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,30.57064437866211
29,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.41648292541504
30,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.324172258377075
31,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.37411117553711
32,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,28.40048837661743
33,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.358096837997437
34,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.363484859466553
35,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.46687340736389
36,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.371860027313232
37,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.34628701210022
38,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.35348606109619
39,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.499399185180664
40,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.680301904678345
41,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.303982734680176
42,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.425647020339966
43,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.294214725494385
44,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.367290258407593
45,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.314424991607666
46,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.161409616470337
47,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.512821912765503
48,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,25.761452198028564
49,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.202566146850586
50,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.28936791419983
51,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.53491473197937
52,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.33974838256836
53,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.315935850143433
54,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.296707153320312
55,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,33.588741064071655
56,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,25.06458282470703
57,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.107351541519165
58,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.67547345161438
59,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.42722773551941
60,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.363753080368042
61,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.328071355819702
62,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.41229486465454
63,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.300461769104004
64,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.314884662628174
65,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.324255228042603
66,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.338733196258545
67,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.329344511032104
68,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.300560235977173
69,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.21090292930603
70,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.37977933883667
71,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,25.14783000946045
72,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,27.380702018737793
73,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.872653245925903
74,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.440414428710938
75,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.2648823261261
76,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.096258640289307
77,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.077707529067993
78,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.21578598022461
79,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.29841423034668
80,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.57482099533081
81,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.922727823257446
82,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,30.953394174575806
83,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.439604997634888
84,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.839385986328125
85,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.806564331054688
86,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.37048840522766
87,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.404107809066772
88,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.512463808059692
89,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.344967365264893
90,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.157447576522827
91,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.32390785217285
92,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.318609952926636
93,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,25.3962562084198
94,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.449838161468506
95,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.914337158203125
96,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.261793613433838
97,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,25.998359441757202
98,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.397602796554565
99,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.367655038833618
100,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.34842848777771
101,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,25.74560022354126
102,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.41678738594055
103,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.31503701210022
104,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.16938018798828
105,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.50154423713684
106,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,33.61437511444092
107,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,33.496116161346436
108,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.411407947540283
109,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.50662922859192
110,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.345540285110474
111,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.383728504180908
112,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,28.41736602783203
113,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,25.397795915603638
114,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.278724670410156
115,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,25.523345708847046
116,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.604696035385132
117,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.405179738998413
118,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.259584188461304
119,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.3988037109375
120,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.319031476974487
121,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.30602741241455
122,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.25498390197754
123,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,25.552582502365112
124,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.305233478546143
125,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.314351081848145
126,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.85891819000244
127,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,25.121533155441284
128,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.568819999694824
129,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.462819576263428
130,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.39290952682495
131,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.365935564041138
132,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.373553037643433
133,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.31398105621338
134,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.238420248031616
135,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.324325799942017
136,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.37921905517578
137,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.501272916793823
138,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,26.839758157730103
139,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.26208472251892
140,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.419615030288696
141,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,25.82827091217041
142,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.180540084838867
143,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.493515491485596
144,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.136475086212158
145,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.20560622215271
146,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.341960191726685
147,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.464696407318115
148,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.40440273284912
149,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.46850037574768
150,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.2615168094635
151,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.34326457977295
152,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.367351055145264
153,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.315555334091187
154,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,24.14884042739868
155,0.001,10,10,2,2,5,3,2,3,4,20,15,7,10,25.071841955184937
