repetition,tolerance,buffer_capacity_1,buffer_capacity_2,lambda_1_1,lambda_1_2,lambda_2,mu_1,mu_2,num_of_servers_1,num_of_servers_2,system_capacity_1,system_capacity_2,threshold_1,threshold_2,time_taken
105,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.632061958312988
106,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.700050592422485
107,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.870537757873535
108,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,12.103559255599976
109,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.646408081054688
110,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.665622472763062
111,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.636967897415161
112,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.619986295700073
113,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.660230875015259
114,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.65804123878479
115,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.642508029937744
116,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.660619974136353
117,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.626685380935669
118,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.625486373901367
119,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.662370443344116
120,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.674211025238037
121,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.6610746383667
122,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.628661632537842
123,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.620349407196045
124,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.63150691986084
125,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.641741752624512
126,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.642146825790405
127,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.641810417175293
128,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.649374008178711
129,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.648120641708374
130,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.61766767501831
131,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.659282445907593
132,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.633158683776855
133,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.647802114486694
134,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.6415114402771
135,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.6624755859375
136,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.635449647903442
137,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.660726308822632
138,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.631022453308105
139,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.623971700668335
140,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.647786140441895
141,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.634244918823242
142,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.64896535873413
143,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.665511131286621
144,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.658407211303711
145,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.672846794128418
146,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.643622398376465
147,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.658008813858032
148,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.634775638580322
149,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.655015468597412
150,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.680687427520752
151,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.665748357772827
152,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.683931112289429
153,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.693243265151978
154,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.64735221862793
155,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.65360164642334
156,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.644020795822144
157,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.658456802368164
158,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.659933090209961
159,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.663572788238525
160,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.646965980529785
161,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.722857475280762
162,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.647870302200317
163,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.70022702217102
164,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.640399694442749
165,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.637992143630981
166,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.673366069793701
167,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.677073240280151
168,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.66744327545166
169,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.77610468864441
170,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.650517702102661
171,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.661280632019043
172,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.650839567184448
173,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.649731636047363
174,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.641983985900879
175,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.660163402557373
176,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.660725355148315
177,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.696009397506714
178,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.639777421951294
179,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.66352367401123
180,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.670896768569946
181,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.66873550415039
182,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.698074102401733
183,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.647548198699951
184,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.635291337966919
185,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.653104782104492
186,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.658180475234985
187,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.657522916793823
188,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.645765781402588
189,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.639927387237549
190,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.633483171463013
191,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.64035701751709
192,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.631964445114136
193,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.672274827957153
194,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.664382696151733
195,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.638090372085571
196,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.633313179016113
197,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.636596918106079
198,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.637858390808105
199,0.0001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.639830350875854
0,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.647960186004639
1,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.652289867401123
2,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.637592792510986
3,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.667109727859497
4,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.668878078460693
5,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.666231155395508
6,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.67484426498413
7,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.647738456726074
8,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.662975311279297
9,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.661239385604858
10,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.664669275283813
11,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.663280725479126
12,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.689843654632568
13,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.637407302856445
14,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.652191162109375
15,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.69116759300232
16,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.653748989105225
17,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.66344404220581
18,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.666688442230225
19,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.658820867538452
20,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.677173852920532
21,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.659090280532837
22,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.654983758926392
23,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.686438798904419
24,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.677211999893188
25,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.655703067779541
26,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.655843496322632
27,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.670883655548096
28,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.650916337966919
29,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.67201828956604
30,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.664418697357178
31,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.663694620132446
32,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.664660215377808
33,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.673342227935791
34,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.652151346206665
35,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.67423415184021
36,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.680154800415039
37,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.655163049697876
38,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.664994478225708
39,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.689260959625244
40,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.671781301498413
41,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.689482688903809
42,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.686701536178589
43,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.669593334197998
44,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.67562747001648
45,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.707436561584473
46,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.667460918426514
47,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.674809217453003
48,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.683786869049072
49,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.673484563827515
50,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.663220167160034
51,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.677692890167236
52,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.714991092681885
53,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.683705568313599
54,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.666224479675293
55,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.667693376541138
56,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.674354553222656
57,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.663347482681274
58,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.6637704372406
59,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.694109678268433
60,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.693286418914795
61,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.67853331565857
62,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.680714845657349
63,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.697971105575562
64,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.664667129516602
65,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.69212794303894
66,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.686615228652954
67,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.666651964187622
68,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.673749685287476
69,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.684855937957764
70,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.665919303894043
71,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.673640251159668
72,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.665974855422974
73,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.660882949829102
74,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.63641905784607
75,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.680384397506714
76,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.67268419265747
77,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.679229259490967
78,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.66304349899292
79,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.65689730644226
80,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.655332565307617
81,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.688753604888916
82,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.665558576583862
83,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.678221940994263
84,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.673924446105957
85,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.666014194488525
86,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.679908275604248
87,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.680813074111938
88,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.643000841140747
89,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.682153940200806
90,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.667619705200195
91,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.661420583724976
92,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.663804531097412
93,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.681363821029663
94,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.656626224517822
95,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.884637832641602
96,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.66849946975708
97,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.669427394866943
98,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.681007146835327
99,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.712858438491821
100,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.683257579803467
101,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.684261322021484
102,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.67142367362976
103,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.666157245635986
104,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.665772914886475
105,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.688746452331543
106,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.673603057861328
107,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.67551875114441
108,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.668921947479248
109,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.662830591201782
110,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.68192458152771
111,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.682140827178955
112,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.67444920539856
113,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.651210308074951
114,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.6787269115448
115,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.653766870498657
116,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.678914785385132
117,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.6981201171875
118,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.66089940071106
119,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.667189598083496
120,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.693745136260986
121,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.673195123672485
122,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.706506729125977
123,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.690819263458252
124,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.658459663391113
125,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.70850920677185
126,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.679921865463257
127,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.741592645645142
128,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.685062885284424
129,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.764697313308716
130,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.68254828453064
131,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.687811613082886
132,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.683266639709473
133,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,12.456364631652832
134,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.671546459197998
135,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.916753768920898
136,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.731746435165405
137,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.675991773605347
138,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.675501823425293
139,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.662466764450073
140,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.687252759933472
141,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.668626070022583
142,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.654962062835693
143,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.677156686782837
144,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.685732126235962
145,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.670170545578003
146,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.685327291488647
147,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,14.032854795455933
148,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,11.383708953857422
149,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.690883159637451
150,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.677651643753052
151,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.665779829025269
152,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.692629337310791
153,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.67021369934082
154,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.652862787246704
155,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.683002471923828
156,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.656565427780151
157,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.67087435722351
158,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,12.016513347625732
159,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.715136766433716
160,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.659515857696533
161,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.689473867416382
162,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.683364629745483
163,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.654812335968018
164,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.665571451187134
165,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.690808773040771
166,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.63991117477417
167,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.675501346588135
168,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.66006851196289
169,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.906682968139648
170,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.66801905632019
171,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.682557344436646
172,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.674973964691162
173,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.680664300918579
174,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.689133882522583
175,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.65733027458191
176,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.658977746963501
177,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.668988704681396
178,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.670238971710205
179,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.685406923294067
180,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.675376653671265
181,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.672893524169922
182,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.671457529067993
183,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.683143854141235
184,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.662235975265503
185,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.68332552909851
186,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.655681371688843
187,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.678499937057495
188,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.662965059280396
189,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.673619985580444
190,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.628616333007812
191,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.673881769180298
192,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.66315245628357
193,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.665127038955688
194,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.657782316207886
195,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.677990436553955
196,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.672849893569946
197,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.667736530303955
198,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.67087721824646
199,0.001,10,10,2,2,5,3,2,3,4,12,15,7,10,10.64180874824524
0,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,11.618388652801514
1,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.664450645446777
2,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.661653995513916
3,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.653740167617798
4,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.67273736000061
5,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.65572214126587
6,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.672433853149414
7,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.662532091140747
8,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.658508539199829
9,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.658699750900269
10,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.686607837677002
11,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.64544939994812
12,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.664860725402832
13,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.7010657787323
14,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.664432287216187
15,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.860191583633423
16,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.665730237960815
17,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.660704851150513
18,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.65692663192749
19,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.685303926467896
20,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.666212797164917
21,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.64997935295105
22,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.68959641456604
23,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.640836000442505
24,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.673516035079956
25,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.680362224578857
26,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.653189182281494
27,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.677944898605347
28,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.679996490478516
29,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,12.2777099609375
30,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.817554473876953
31,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.560914516448975
32,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.650348901748657
33,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.687622308731079
34,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.686216115951538
35,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.660374402999878
36,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.678378820419312
37,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.686859130859375
38,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.686151027679443
39,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.692200422286987
40,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.7039213180542
41,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.662247896194458
42,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.672602653503418
43,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.672244787216187
44,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.677371501922607
45,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.666726350784302
46,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.680999279022217
47,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.669433116912842
48,0.01,10,10,2,2,5,3,2,3,4,12,15,7,10,10.679124355316162
